SITUS_ZIP,TOTAL_VALUE
80239-5126,222900
80231-4227,339900
80204-3124,213700
None,47000
80224-2248,434600
80218-3701,325500
80219-2221,205000
80222-7229,426600
80204-1437,445000
80219-3724,219500
80210-3221,330600
80237-1010,452300
80238-3503,836600
80220-1735,454000
80220-6143,328800
80212-2254,415000
80249-8410,249700
80206-4208,647300
80123-1914,290200
80224-3008,1565300
80220-2553,417400
80210-2237,491400
80219-5408,209300
80210-5613,583700
80205-3138,748100
80236-3229,436300
80219-2346,232200
80239-6310,227400
80206-3832,650300
80219-4155,318300
80220-1018,442800
80209-4028,534300
80211-4021,477800
80222-6815,311800
80238-3014,491800
80205-3327,208200
80220-3335,272700
80219-4448,289800
80239-4955,223200
80219-3526,239000
80216-6517,1150000
None,356000
80222-6806,308600
None,126400
80219-2864,204200
80205-3751,229900
80237-1758,394400
80210-5519,550100
80221-1111,364300
None,613000
80224-2709,514800
80239-4140,256500
80123-5175,752300
80236-2251,323600
80249-6990,264100
80249-7004,251400
80211-3608,355800
80203-3915,1435000
80204-4429,453300
80219-1420,388600
80249-7235,240500
80218-3435,741200
80220-5238,717200
80223-3417,231400
None,604900
80210-2002,719700
80223-1520,288200
80220-2247,253600
80220-1326,515700
80207-2718,411900
80219-6004,263500
80216-2906,221600
80216-4013,181600
80212-2641,391600
80223-2759,279600
80227-3867,330500
80246-2326,348800
80211-3437,552800
80211-3718,505200
80204-1551,530800
80206-5518,727200
80212-2609,289400
80239-6458,301300
80223-3716,223700
80224-1240,289000
80249-8618,253200
80219-1516,235700
80211-3221,719500
80219-5024,100
80205-4442,517500
80209-1680,518500
80207-3112,582200
80222-4909,360600
80219-1226,261500
80219-6405,246700
80221-1586,264100
80219-1352,178300
80209-2637,662800
80219-4529,245400
80210-2131,504700
80220-1233,523500
80123-1385,252200
80210-5130,433400
80238-3734,497200
80204-3946,336300
80211-1545,321000
80210-1807,651600
80219-5342,219100
80249-6592,348400
80219-1934,260500
80210-6045,573800
None,404800
80220-2014,279000
80206-4416,1262800
80236-2229,285300
80210-3111,475200
80239-5109,234900
80211-2319,1631000
80211-1401,424300
80237-1646,327500
80123-2110,375600
80204-6502,473200
80219-5218,256900
80218-1803,11817600
80219-5704,283600
80211-3347,606300
80220-5549,528200
80238-3402,559000
80239-4419,261900
80219-3523,240700
None,195600
80220-4751,1528100
80207-2928,307900
80205-3045,316800
80212-2207,460100
80231-4709,336200
80204-1035,433700
None,62200
None,None
None,None
80218-2768,None
80231-3964,None
80249-6690,260400
None,347200
80212-2718,306200
80231-5611,240700
80236-2145,323600
80249-7131,265700
80227-3543,300500
80238-3748,671800
80222-7111,325700
80209-4120,524000
80207-3044,505900
80211-3218,459500
80206-3934,542200
80238-3163,142400
80230-6087,2423200
80204-3837,2663600
80123-5103,416400
80230-7179,782400
80216-2634,287100
80220-4825,379100
80207-3627,287900
80204-3425,651400
None,100
80207-3525,494800
80230-6178,374400
80212-2825,412000
80239-5007,240300
80209-3508,849900
80239-5063,253700
80235-2624,331900
80211-2049,443300
80219-2307,256600
80211-5032,407100
80249-8488,253700
80249-8489,248400
80211-2947,584700
80249-7043,252800
80210-2119,441900
80220-2712,346500
80204-3505,364600
80205-5346,241000
80223-3815,179400
80227-3807,303400
80204-2506,315500
80220-3039,348400
80220-5222,504800
80249-8203,299600
80230-6789,407700
80210-5625,698200
80238-2453,1039500
None,90200
80210-5133,458800
80212-2707,275400
80219-5324,234500
80220-2945,814800
80205-5010,274200
80237-2949,358000
80212-2608,403700
80219-5638,321600
80219-4814,284600
80206-4106,2918800
80236-3357,354800
80123-2172,289600
80220-4432,328000
80222-3923,395600
80210-2119,1235200
80209-4819,2049400
80211-4638,263200
80231-4535,367500
80212-2805,369600
80223-2504,285800
80238-2934,739100
None,719700
None,476400
80224-2134,383500
80204-2888,684700
None,732800
80238-2454,417400
80218-3027,1330000
80211-2747,440800
80219-1933,241200
80206-4103,7109400
80211-2238,337800
80209-2524,590400
None,934400
80239-6040,239300
None,1066200
80210-2624,395400
80231-4719,368000
80216-4124,185900
80210-1604,814300
80210-3209,383600
80212-1405,698300
80209-3016,745100
80207-1851,133400
80204-3025,183800
None,100
80206-1117,465100
80219-3363,242200
80249-8242,309800
80246-1138,881300
80222-6827,359400
80239-3627,255500
80212-1664,399800
None,100
80219-2796,430700
80219-5313,245200
80205-5307,283800
80237-1338,421800
80231-5621,316400
80218-3508,552500
None,100
None,36300
None,100
80205-4582,629500
80219-4703,281100
None,125700
80246-1019,982600
None,None
80220-1329,436200
80123-1648,297900
80236,100
80219-4622,244700
80223-3230,1300000
80231-5692,321000
80207-4024,284000
80209-1613,498600
80211-3476,842300
80222-6023,22374600
80239-3703,222700
80219-1537,213800
80207-1238,277100
None,783900
None,129200
80205-5345,1138200
80205-4746,239800
None,106900
80231-5612,229400
None,456100
80231-5673,205300
80221-1537,210100
None,100
80231-2608,412000
80203-2012,471600
80207-4061,319700
80219-2710,179900
80219-1119,216500
None,None
None,None
80223-4131,261800
80238-3540,402200
80212-2141,342100
80204-1101,613800
80206-3747,742900
80123-1012,291500
80237-1129,567100
80212-2238,353100
None,678200
80249-8387,234000
None,22900
80216-2713,229900
80219-4332,203300
80207-2018,235000
80206-3940,543500
80219-5109,281300
80249-7601,296500
80211-4639,1449900
80223-3719,342500
None,626000
80209-3236,100
80205-4045,419200
80238-3063,755300
80216-2718,158200
80212-1635,432700
80212-1251,429400
80220-2940,457200
80210-2531,100
80123-1384,15600
80249-8264,308100
80205-2942,324200
80236-2109,287800
80220-3117,360400
80238-2634,471400
80239-5798,226400
None,4407300
80211-3752,471500
80211-3241,241600
80220-5558,371900
80219-4460,265900
80207-2660,323700
80224-1444,240300
80204-2526,420700
80206-1716,768200
80231-4188,374500
80211-2032,320600
80246-3249,406400
80239-5044,237700
80207-3114,950300
80123-5162,492500
80220-2621,259700
80206-3913,807400
80210-3323,362200
80219-5115,271300
80209-1728,470800
80210-2127,406400
80236-2045,336000
80249-8284,100
80123-1608,336100
80216-2428,56500
80221-1531,289500
80211-3409,530600
80219-3477,238400
80216-4038,180800
80206-3515,542100
80219-4418,215100
80219-5726,257000
80224-1219,326500
80220-5016,431500
80246-3540,419600
80207-2007,439600
80203-3609,456900
80210-5142,500600
80206-2909,575600
80205-3415,104800
80211-1739,379200
80211-3538,364900
None,100
80210-5417,572200
None,200
80203-1901,3920700
80209-2435,489600
80210-5413,1022200
80204-3517,42307000
80231-4760,319800
80218-3427,1202900
None,89800
None,18100
80237-2937,360600
80207-3624,349600
None,809100
None,172100
80222-3524,384200
80219-1726,280900
80205-4745,341100
None,100
80223-3812,173100
80220-4910,100
80210-5912,419100
80212-1955,528000
80207-2018,229400
80220-1959,327400
80237-1047,416800
80219-1726,198800
80249-7338,254900
None,404000
80203-4115,355900
80246-2303,356500
80231-4230,281500
None,55700
80216-2518,222700
None,317300
80220-1966,224700
None,100
80246-3225,306200
80210-2822,442800
80210-5153,276900
None,51200
80205-4847,321200
None,100
80205-5125,541400
80211-2643,337500
80123-1878,301900
80212-2808,373600
80249-6617,304300
80221-1031,292400
80238-3892,381100
80219-2029,217400
80239-5401,260800
None,406900
80239-6505,309300
80238-2772,394500
80210-1710,715700
80211-5120,531600
80239-3833,243800
80223-2523,282000
80211-1214,345000
80207-3050,407700
80239-4356,258200
80207-1202,200
80205-2628,763300
80205-4121,321700
80219-3943,263700
80211-2019,1440300
80209-4117,652300
80123-1011,289400
80220-1752,520300
80224-1022,804700
80223-3328,196500
80216-2600,444200
80236-2227,273800
None,415500
80238-3098,234000
80205-2936,274200
80235-3035,788300
80239-4000,242300
80249-6821,278200
80239-4040,229300
80205-4116,417700
80205-2129,687900
80249-7307,366900
80222-5011,236500
80212-2564,389500
80203-3803,341900
80230-7144,5598300
80219-2731,412900
80210-4941,329500
80239-5073,234800
80246-3231,358700
80220-5353,1057800
80212-1405,970400
80207-1346,218600
None,417900
80218-3633,699600
80249-8181,285900
None,387500
80205-5166,649800
80218-1583,3020200
None,590400
80220-2710,349100
80212-1159,477400
80227-3409,358300
80220-5863,1032500
80224-1908,305100
80219-5526,216800
80220-3148,375000
80204-4302,467700
80220-1819,1027600
80205-5559,603700
80238-3058,427900
80231-4131,376200
80238-3858,518000
80249-7312,9102300
80210-6344,483100
80249-6818,304300
80210-2238,463800
80219-3505,300600
80239-4284,270600
80211-2155,368200
80223-4410,290000
80204-1524,365300
None,841000
80212-2923,449200
80238-2540,529000
80239-4100,258600
80209-2357,654000
80218-3634,824900
80238-2437,360000
80206-4026,593900
80223-4005,331800
80239-3703,222700
80206-4423,768200
80123-0884,438700
80218-2715,725700
None,756600
80220-2560,569000
80216-2851,172500
80206-3217,744200
80210-1920,591300
80236-3344,374700
80230-7179,748500
80204-2835,209300
80204-3114,183800
80220-1926,243700
80211-1312,697400
80123-1974,299900
80227-4134,359600
80218-4435,431200
80231-4956,1501300
80246-2311,407300
80219-1230,192500
80239-4367,244300
80210-2815,453800
80249-8558,412000
80219-5048,293600
80206-3329,979200
80238-2784,560100
80223-1108,372600
80123-5162,500000
80205-4254,306000
80218-3609,947200
80209-3551,1005400
80219-3542,303800
80211-2830,410200
80221-1369,267300
None,445500
80239-3312,492200
80216-4818,46900
80219-1714,201200
80220-4585,268300
80239-5184,275900
80220-3334,284200
None,100
80220-4432,498200
80205-4814,200
80212-2725,249600
80220-2619,542500
80236-2028,332700
80210-3511,467400
80212-1470,1136300
80205-5565,406000
80211-4817,701600
None,412100
80211-2827,718900
80231-2674,180500
80224-2528,392900
80249-8707,323000
None,200
80204-4544,294200
80212-1556,492900
80216-2720,213300
80219-2909,414600
80204-1641,263500
80220-5239,881500
80218-1732,437000
80219-4212,261000
80219-5418,206900
80219-3024,273400
None,932800
80211-4742,1730000
80236-3255,1618500
80219-1602,191600
80221-1360,266600
80238-2776,752600
80219-5217,287800
80206-3823,1897300
80238-2667,351400
80249-6650,271600
80222-4910,413800
80205-3033,442700
80205-4065,239200
80204-1436,214400
80205-4251,306100
80239-5090,236400
80207-2912,386800
80216-2321,1568600
80237-2529,362900
80219-2760,264000
80211-4440,491700
80237-2140,412700
80218-3806,444800
80205-4314,441400
80219-1724,190000
80249-7120,283700
80239-5408,256600
80211-1429,578700
80205-4403,333100
80209-4434,916600
80210-6115,799300
80219-5302,212000
80211-3417,600600
80123-1368,364700
80220-2137,235000
80204-5004,254700
80204-2932,260400
80219-2653,87400
80222-7353,273900
80219-4334,207100
80210-4030,405800
80237-1126,656500
None,476900
80211-3322,1290800
80231-4216,390000
80218-2915,890300
80211-4617,305500
80239-5668,262700
80222-7222,441600
80231-4226,392500
80207-1240,331100
80205-4340,374600
None,100
None,596200
80206-2906,828500
80123-1614,333600
80211-4019,409400
80205-3529,427700
80227-3580,299100
80207-2912,384600
80220-1538,591700
80219-3845,239300
80205-5035,410000
80212-1549,498500
80220-2442,417400
80212-1530,443700
80212-1205,898200
80210-4367,1711700
80219-2348,205300
80223-1305,336600
80223-1745,434100
None,427900
80207-3021,476200
80207-3055,361500
80220-6050,578400
80223-1903,353900
80219-2128,191200
80246-1440,328100
80236-2311,316900
80210-6841,885000
80204-3151,168200
80249-7484,335900
80239-4352,309700
80236-2705,136800
80210-6765,921300
80236-2438,286500
80227-3520,292800
80223-2227,250800
80223-3528,238400
80123-1903,290900
80219-3947,287500
None,374900
80210-5711,465100
80237-2016,469400
80210-6512,533600
80219-2723,158000
80239-6110,243800
80237-1311,500800
80238-2787,400700
80237-1500,389000
80239-3126,4410600
80249-7214,347700
80210-2128,1297200
80231-5694,214000
80216,698400
80238-3426,703700
80210-4507,367600
80210-2229,489800
80205-3326,297300
80211-3048,408100
80210-5420,1198400
80236-2148,352300
80219-4448,254900
80211-3247,480400
80227-3409,287800
80209-2613,778800
None,6421100
80249-8121,284100
80218-1531,1312300
80249-6906,307200
80219-2428,263400
80219-1032,284000
80209-4411,608400
80209-3534,1112300
80123-1838,228200
80238-2788,420900
80220-5367,531600
80210-2503,803900
80212-1905,401900
80220-5113,813600
80211-3213,676600
80205-3642,272600
80236-2822,224200
80205-4426,90700
80249-7526,249900
80222-3803,369100
80249-6621,290100
80205-4548,291900
80239-7018,318200
80237-2140,421900
80223-1323,346700
80219-2145,203400
80209-2517,542800
80220-5512,294600
80239-2625,4410500
80211-4438,389500
80207-1139,363700
80210-4023,523700
80212-1145,301200
80220-1242,585300
None,806900
80236-2025,266500
80219-5210,284600
80222-3833,313800
80211-3105,503100
80211-1145,250900
None,1669200
80204-2833,192200
80210-6506,520400
None,2284000
80231-8041,176900
80206-2333,893100
80216-2034,124100
80210-6952,731100
80207-1349,246900
80223-3420,237600
80205-4338,470400
80223-2924,244200
80123-1823,319700
80203-6132,346100
80249-7482,319900
80239-6311,257300
80123-0894,467300
80219-4417,240700
80206-3440,1108200
80216-2038,464700
80220-2434,561600
80237-1722,362700
80216-2718,150500
80211-5030,375600
80249-8302,268400
80223-3426,221800
80249-8548,392300
80222-3822,389700
80210-1704,719700
80224-2516,420000
80220-5111,200
80212-2166,630700
None,1499800
80211-1107,341400
80249-8204,261800
None,654800
80230-6109,532300
80249-8610,259700
80231-4266,465500
80211-1462,390200
80220-2132,196200
80210-6349,522900
80238-2559,622600
80206-3725,708700
80205-2744,537600
80204-1022,267000
80239-5797,233700
80220-2317,5006900
80220-4924,590100
80249-8064,260300
80209-3534,1406400
80207-1204,315800
80210-3602,464200
80219-3926,197900
80210-6522,437800
80246-1052,1058100
80211-2850,1470000
80207-2048,818100
80207-3034,505400
None,1660200
80239-4164,251200
80230-6544,878400
80210-2025,1058100
80205-4542,491000
80219-1232,182800
80219-4264,241900
80222-4439,353300
80222-4437,361600
80206-4121,4733600
80123-2138,315500
80238-2445,583200
80210-2113,383000
80223-2011,100
80227-4118,357600
80206-2629,1686000
80205-2936,471800
80207-1013,276300
80206-3520,747800
80211-4739,462500
80249-7335,330500
80219-4340,205500
80223-4129,304900
80211-1819,311000
80210-3122,704900
80220-4954,672800
80204-1413,254900
80238-2488,545100
80231-2655,286200
80249-8434,361900
80219-3213,311000
80238-3831,613000
80222-3508,281500
80219-1936,176700
80219-1517,220600
80209-2445,205196000
80249-7474,313300
80220-4836,433200
80205-3750,237200
80204-3168,284300
80220-4518,326200
80219-4413,246400
80219-2111,184700
80236-3015,258900
80236-2207,316200
80205-2313,280800
80220-4855,971500
80222-6748,386400
