"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"1217","7922 SOUTH CARR",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039823737,1876,"CORONADO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"ELA",57.375
"1218","7922 SOUTH CARR",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039823737,1876,"CORONADO ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"Math",55.45
"1219","75 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039826282,1976,"CREIGHTON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",38.85
"1220","75 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039826282,1976,"CREIGHTON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",45.05
"1221","13399 WEST COAL MINE AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039821970,2093,"DAKOTA RIDGE SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"ELA",47.4
"1222","13399 WEST COAL MINE AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039821970,2093,"DAKOTA RIDGE SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80127,"Math",53.15
"1223","580 SOUTH HARLAN STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829655,8090,"DEANE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",24.55
"1224","580 SOUTH HARLAN STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829655,8090,"DEANE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",14.3666666666667
"1225","9201 WEST COLUMBINE DRIVE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039823820,2130,"DEER CREEK MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"ELA",70
"1226","9201 WEST COLUMBINE DRIVE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039823820,2130,"DEER CREEK MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"Math",62.675
"1227","401 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039826382,9432,"DENNISON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",89.275
"1228","401 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039826382,9432,"DENNISON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",85.65
"1229","10359 W NASSAU AVENUE",59,"JEFFERSON","N","DENVER",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039822600,2120,"D'EVELYN JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80235,"ELA",71.1666666666667
"1230","10359 W NASSAU AVENUE",59,"JEFFERSON","N","DENVER",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039822600,2120,"D'EVELYN JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80235,"Math",64.48
"1231","1725 SOUTH WRIGHT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829200,2194,"DEVINNY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",81.025
"1232","1725 SOUTH WRIGHT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829200,2194,"DEVINNY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",78.075
"1233","7100 WADSWORTH BLVD",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","7th Grade","Kindergarten",3032503627,2189,"DORAL ACADEMY OF COLORADO","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",36.65
"1234","7100 WADSWORTH BLVD",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","7th Grade","Kindergarten",3032503627,2189,"DORAL ACADEMY OF COLORADO","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",45
"1235","12550 WEST 52ND AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039821510,2288,"DRAKE JUNIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"ELA",65.1
"1236","12550 WEST 52ND AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039821510,2288,"DRAKE JUNIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"Math",60.3333333333333
"1237","1855 SOUTH WRIGHT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039829270,2300,"DUNSTAN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",54
"1238","1855 SOUTH WRIGHT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039829270,2300,"DUNSTAN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",55.75
"1239","7304 WEST ROXBURY PLACE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824565,2322,"DUTCH CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"ELA",57.95
"1240","7304 WEST ROXBURY PLACE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824565,2322,"DUTCH CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"Math",42.325
"1241","5570 WEST 24TH AVENUE",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826050,2496,"EDGEWATER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"ELA",32.65
"1242","5570 WEST 24TH AVENUE",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039826050,2496,"EDGEWATER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"Math",18.35
"1243","1385 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039826406,2550,"EIBER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"ELA",21.975
"1244","1385 INDEPENDENCE STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039826406,2550,"EIBER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"Math",19.3
"1245","13304 SOUTH U S HIGHWAY 285",59,"JEFFERSON","N","PINE",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039822900,2616,"ELK CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80470,"ELA",69.7
"1246","13304 SOUTH U S HIGHWAY 285",59,"JEFFERSON","N","PINE",1420,"JEFFERSON COUNTY R-1","5th Grade","Kindergarten",3039822900,2616,"ELK CREEK ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80470,"Math",63.3
"1247","80 SOUTH TELLER STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827407,8248,"EMORY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",19.325
"1248","80 SOUTH TELLER STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827407,8248,"EMORY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",10.125
"1249","29300 BUFFALO ROAD",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039825140,2836,"EVERGREEN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"ELA",61.4
"1250","29300 BUFFALO ROAD",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039825140,2836,"EVERGREEN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"Math",61.85
"1251","2059 HIWAN DRIVE",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039825020,2832,"EVERGREEN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"ELA",70.6
"1252","2059 HIWAN DRIVE",59,"JEFFERSON","N","EVERGREEN",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039825020,2832,"EVERGREEN MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80439,"Math",69.4
"1253","3900 KIPLING STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039821580,2820,"EVERITT MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"ELA",26.45
"1254","3900 KIPLING STREET",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039821580,2820,"EVERITT MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"Math",20.2666666666667
"1255","11500 W. 84TH AVE",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","Kindergarten",3034672295,2799,"EXCEL ACADEMY CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"ELA",38.3833333333333
"1256","11500 W. 84TH AVE",59,"JEFFERSON","Y","ARVADA",1420,"JEFFERSON COUNTY R-1","12th Grade","Kindergarten",3034672295,2799,"EXCEL ACADEMY CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80005,"Math",33.4666666666667
"1257","15975 WEST 50TH AVENUE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825422,2866,"FAIRMOUNT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80403,"ELA",70.4
"1258","15975 WEST 50TH AVENUE",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825422,2866,"FAIRMOUNT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80403,"Math",73.425
"1259","8449 SOUTH GARRISON STREET",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039829900,2963,"FALCON BLUFFS MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"ELA",65.4
"1260","8449 SOUTH GARRISON STREET",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","6th Grade",3039829900,2963,"FALCON BLUFFS MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80128,"Math",55.15
"1261","6250 INDEPENDENCE STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821640,2946,"FITZMORRIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"ELA",33.175
"1262","6250 INDEPENDENCE STREET",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821640,2946,"FITZMORRIS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"Math",15.5666666666667
"1263","13165 WEST OHIO AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829324,3025,"FOOTHILLS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",25.575
"1264","13165 WEST OHIO AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829324,3025,"FOOTHILLS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",17.35
"1265","5300 SAULSBURY COURT",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821680,3088,"FOSTER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"ELA",25.1
"1266","5300 SAULSBURY COURT",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039821680,3088,"FOSTER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80002,"Math",13.775
"1267","581 CONFERENCE PLACE",59,"JEFFERSON","Y","GOLDEN",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3032319801,3201,"FREE HORIZON MONTESSORI CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",43.96
"1268","581 CONFERENCE PLACE",59,"JEFFERSON","Y","GOLDEN",1420,"JEFFERSON COUNTY R-1","8th Grade","Preschool",3032319801,3201,"FREE HORIZON MONTESSORI CHARTER SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",21.2
"1269","6420 URBAN",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039821699,3216,"FREMONT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"ELA",52.175
"1270","6420 URBAN",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039821699,3216,"FREMONT ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80004,"Math",40.3
"1271","11025 WEST GLENNON DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039828240,3450,"GLENNON HEIGHTS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",38.1
"1272","11025 WEST GLENNON DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039828240,3450,"GLENNON HEIGHTS ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",30.1666666666667
"1273","701  24TH STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039824200,3502,"GOLDEN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",54.1
"1274","701  24TH STREET",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039824200,3502,"GOLDEN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",65.5666666666667
"1275","601 CORPORATE CIRCLE",59,"JEFFERSON","Y","GOLDEN",1420,"JEFFERSON COUNTY R-1","11th Grade","Kindergarten",NA,3393,"GOLDEN VIEW CLASSICAL ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",49.4428571428571
"1276","601 CORPORATE CIRCLE",59,"JEFFERSON","Y","GOLDEN",1420,"JEFFERSON COUNTY R-1","11th Grade","Kindergarten",NA,3393,"GOLDEN VIEW CLASSICAL ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",39.2
"1277","5354 SOUTH FIELD STREET",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824625,3536,"GOVERNOR'S RANCH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"ELA",58.975
"1278","5354 SOUTH FIELD STREET",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039824625,3536,"GOVERNOR'S RANCH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"Math",59.4
"1279","8701 WEST WOODARD DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039828314,3622,"GREEN GABLES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80227,"ELA",31.325
"1280","8701 WEST WOODARD DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039828314,3622,"GREEN GABLES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80227,"Math",33.5333333333333
"1281","12250 WEST KENTUCKY DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829380,3624,"GREEN MOUNTAIN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",41.25
"1282","12250 WEST KENTUCKY DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039829380,3624,"GREEN MOUNTAIN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",29.3333333333333
"1283","13175 W GREEN MOUNTAIN DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039829500,3628,"GREEN MOUNTAIN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",48.7
"1284","13175 W GREEN MOUNTAIN DRIVE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039829500,3628,"GREEN MOUNTAIN HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",66.0666666666667
"1285","7300 WEST 76TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820260,3726,"HACKBERRY HILL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"ELA",54.55
"1286","7300 WEST 76TH AVENUE",59,"JEFFERSON","N","ARVADA",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039820260,3726,"HACKBERRY HILL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80003,"Math",50.75
"1287","12900 WEST UTAH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829561,4190,"HUTCHINSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"ELA",51.6
"1288","12900 WEST UTAH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829561,4190,"HUTCHINSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80228,"Math",52.3
"1289","1829 DENVER WEST DRIVE BLDG #27",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","12th Grade","6th Grade",3039826770,4408,"JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",41.7666666666667
"1290","1829 DENVER WEST DRIVE BLDG #27",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","12th Grade","6th Grade",3039826770,4408,"JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",33.3
"1291","11251 REED WAY",14,"BROOMFIELD","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","12th Grade","Kindergarten",7208871992,4404,"JEFFERSON ACADEMY","Denver Metro","CO","Public School Physical Address",8014,80020,"ELA",52.45
"1292","11251 REED WAY",14,"BROOMFIELD","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","12th Grade","Kindergarten",7208871992,4404,"JEFFERSON ACADEMY","Denver Metro","CO","Public School Physical Address",8014,80020,"Math",60.4
"1293","9955 YARROW STREET",59,"JEFFERSON","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3034381011,4402,"JEFFERSON ACADEMY ELEMENTARY","Denver Metro","CO","Public School Physical Address",8059,80021,"ELA",56.875
"1294","9955 YARROW STREET",59,"JEFFERSON","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3034381011,4402,"JEFFERSON ACADEMY ELEMENTARY","Denver Metro","CO","Public School Physical Address",8059,80021,"Math",53.65
"1295","11251 REED WAY",14,"BROOMFIELD","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",7208871992,4410,"JEFFERSON ACADEMY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8014,80020,"ELA",59.8
"1296","11251 REED WAY",14,"BROOMFIELD","Y","BROOMFIELD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",7208871992,4410,"JEFFERSON ACADEMY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8014,80020,"Math",62.5
"1297","7655 WEST 10TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827045,6539,"JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"ELA",47.975
"1298","7655 WEST 10TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827045,6539,"JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"Math",31.75
"1299","7655 WEST 10TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039827045,6541,"JEFFERSON COUNTY OPEN SECONDARY","Denver Metro","CO","Public School Physical Address",8059,80215,"ELA",33.9
"1300","7655 WEST 10TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039827045,6541,"JEFFERSON COUNTY OPEN SECONDARY","Denver Metro","CO","Public School Physical Address",8059,80215,"Math",16.8666666666667
"1301","2305 PIERCE STREET",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039826056,4422,"JEFFERSON JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"ELA",8.8
"1302","2305 PIERCE STREET",59,"JEFFERSON","N","EDGEWATER",1420,"JEFFERSON COUNTY R-1","12th Grade","7th Grade",3039826056,4422,"JEFFERSON JUNIOR/SENIOR HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80214,"Math",4.6
"1303","6509 WEST KEN CARYL AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039824710,4548,"KEN CARYL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"ELA",55.65
"1304","6509 WEST KEN CARYL AVENUE",59,"JEFFERSON","N","LITTLETON",1420,"JEFFERSON COUNTY R-1","8th Grade","7th Grade",3039824710,4548,"KEN CARYL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80123,"Math",53.5
"1305","13658 WEST MARLOWE AVENUE",59,"JEFFERSON","N","MORRISON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827990,4549,"KENDALLVUE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80465,"ELA",42.325
"1306","13658 WEST MARLOWE AVENUE",59,"JEFFERSON","N","MORRISON",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039827990,4549,"KENDALLVUE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80465,"Math",34.875
"1307","1350 SOUTH HOYT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828324,4550,"KENDRICK LAKES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80232,"ELA",64
"1308","1350 SOUTH HOYT STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Preschool",3039828324,4550,"KENDRICK LAKES ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80232,"Math",57
"1309","12225 WEST 38TH AVENUE",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039821780,4802,"KULLERSTRAND ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"ELA",41.475
"1310","12225 WEST 38TH AVENUE",59,"JEFFERSON","N","WHEAT RIDGE",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039821780,4802,"KULLERSTRAND ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80033,"Math",30.6666666666667
"1311","205 NORTH FLORA WAY",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825760,4830,"KYFFIN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"ELA",58.475
"1312","205 NORTH FLORA WAY",59,"JEFFERSON","N","GOLDEN",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039825760,4830,"KYFFIN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80401,"Math",56.95
"1313","9700 WEST 8TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039827085,4942,"LAKEWOOD HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"ELA",49.1
"1314","9700 WEST 8TH AVENUE",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","12th Grade","9th Grade",3039827085,4942,"LAKEWOOD HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80215,"Math",58.8333333333333
"1315","1401 SOUTH KENDALL STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829720,5004,"LASLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"ELA",39.15
"1316","1401 SOUTH KENDALL STREET",59,"JEFFERSON","N","LAKEWOOD",1420,"JEFFERSON COUNTY R-1","6th Grade","Kindergarten",3039829720,5004,"LASLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8059,80226,"Math",28.525
