address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
201 SOUTH MCKINLEY,123,WELD,N,FORT LUPTON,3140,WELD COUNTY S/D RE-8,8th Grade,6th Grade,3038577200,3066,FORT LUPTON MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80621
411 SOUTH MCKINLEY,123,WELD,N,FORT LUPTON,3140,WELD COUNTY S/D RE-8,5th Grade,Preschool,3038577300,5050,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80621
3100 SWEETGRASS PARKWAY,123,WELD,N,DACONO,3140,WELD COUNTY S/D RE-8,8th Grade,Kindergarten,3038573380,7219,QUEST ACADEMY AT DACONO,Outlying Town,CO,Public School Physical Address,8123,80514
1600 NINTH STREET,123,WELD,N,FORT LUPTON,3140,WELD COUNTY S/D RE-8,5th Grade,Preschool,3038577400,8930,TWOMBLY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80621
101 2ND STREET,123,WELD,N,PIERCE,3145,AULT-HIGHLAND RE-9,5th Grade,Kindergarten,9708342853,3958,HIGHLAND ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80650
208 WEST 1ST,123,WELD,N,AULT,3145,AULT-HIGHLAND RE-9,12th Grade,9th Grade,9708342816,3962,HIGHLAND HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80610
209 WEST 1ST,123,WELD,N,AULT,3145,AULT-HIGHLAND RE-9,8th Grade,6th Grade,9708342820,3961,HIGHLAND MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8123,80610
515 LESLIE STREET,123,WELD,N,BRIGGSDALE,3146,BRIGGSDALE RE-10,5th Grade,Preschool,9706563417,1008,BRIGGSDALE ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8123,80611
515 LESLIE STREET,123,WELD,N,BRIGGSDALE,3146,BRIGGSDALE RE-10,12th Grade,6th Grade,9706573417,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,Remote,CO,Public School Physical Address,8123,80611
42315 WCR 133,123,WELD,N,NEW RAYMER,3147,PRAIRIE RE-11,5th Grade,Preschool,9704375351,7154,PRAIRIE ELEMENTARY SCHOOL,Remote,CO,Public School Physical Address,8123,80742
42315 WCR 133,123,WELD,N,NEW RAYMER,3147,PRAIRIE RE-11,12th Grade,6th Grade,9704375351,7156,PRAIRIE JUNIOR-SENIOR HIGH SCHOOL,Remote,CO,Public School Physical Address,8123,80742
19 CHATOGA,123,WELD,N,GROVER,3148,PAWNEE RE-12,12th Grade,Preschool,9708952222,6812,PAWNEE SCHOOL PK-12,Remote,CO,Public School Physical Address,8123,80729
416 SOUTH ELM STREET,125,YUMA,N,YUMA,3200,YUMA 1,4th Grade,Kindergarten,9708485738,9795,KENNETH P MORRIS ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80759
709 WEST THIRD STREET,125,YUMA,N,YUMA,3200,YUMA 1,Preschool,Preschool,9708484572,5221,LITTLE INDIANS PRESCHOOL,Outlying Town,CO,Public School Physical Address,8125,80759
1000 SOUTH ALBANY,125,YUMA,N,YUMA,3200,YUMA 1,12th Grade,9th Grade,9708485488,9799,YUMA HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80759
500 SOUTH ELM,125,YUMA,N,YUMA,3200,YUMA 1,8th Grade,5th Grade,9708482000,9791,YUMA MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80759
620 WEST 7TH,125,YUMA,N,WRAY,3210,WRAY RD-2,8th Grade,5th Grade,9703324723,9729,BUCHANAN MIDDLE SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80758
30204 COUNTY ROAD 35,125,YUMA,N,WRAY,3210,WRAY RD-2,4th Grade,Preschool,9703324347,9725,WRAY ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80758
30074 COUNTY ROAD 35,125,YUMA,N,WRAY,3210,WRAY RD-2,12th Grade,9th Grade,9703325758,9733,WRAY HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80758
26845 COUNTY ROAD 9.2,125,YUMA,N,IDALIA,3220,IDALIA RJ-3,6th Grade,Preschool,9703547298,4227,IDALIA ELEMENTARY SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80735
26845 COUNTY ROAD 9.2,125,YUMA,N,IDALIA,3220,IDALIA RJ-3,12th Grade,7th Grade,9703547298,4231,IDALIA JUNIOR-SENIOR HIGH SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80735
9332 HIGHWAY 36,125,YUMA,N,JOES,3230,LIBERTY J-4,12th Grade,Preschool,9703584288,5123,LIBERTY SCHOOL,Outlying Town,CO,Public School Physical Address,8125,80822
11800 LOWELL BLVD,1,ADAMS,Y,WESTMINSTER,8001,CHARTER SCHOOL INSTITUTE,12th Grade,Preschool,3032898088,15,ACADEMY OF CHARTER SCHOOLS,Urban-Suburban,CO,Public School Physical Address,8001,80031
3206 MAIN AVENUE,67,LA PLATA,Y,DURANGO,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,9702472474,75,ANIMAS HIGH SCHOOL,Urban-Suburban,CO,Public School Physical Address,8067,81320
714 1/2 ROAD,77,MESA,Y,GRAND JUNCTION,8001,CHARTER SCHOOL INSTITUTE,12th Grade,Kindergarten,9702431771,1279,CAPROCK ACADEMY,Urban-Suburban,CO,Public School Physical Address,8077,81505
4800 WHEATON DR,69,LARIMER,Y,FORT COLLINS,8001,CHARTER SCHOOL INSTITUTE,12th Grade,6th Grade,9703770044,2067,COLORADO EARLY COLLEGE FORT COLLINS,Urban-Suburban,CO,Public School Physical Address,8069,80524
10235 PARKGLENN WAY,35,DOUGLAS,Y,PARKER,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,7202600700,2196,COLORADO EARLY COLLEGES - PARKER,Urban-Suburban,CO,Public School Physical Address,8035,80138
2577 N CHELTON ROAD,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,7196362722,1791,COLORADO SPRINGS CHARTER ACADEMY,Urban-Suburban,CO,Public School Physical Address,8041,80909
4435 NORTH CHESTNUT,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,7199554675,1795,COLORADO SPRINGS EARLY COLLEGES,Urban-Suburban,CO,Public School Physical Address,8041,80907
6880 HOLLY STREET,1,ADAMS,Y,COMMERCE CITY,8001,CHARTER SCHOOL INSTITUTE,5th Grade,Preschool,3032882711,1882,COMMUNITY LEADERSHIP ACADEMY,Urban-Suburban,CO,Public School Physical Address,8001,80022
2900 WEST 86TH AVENUE,1,ADAMS,Y,WESTMINSTER,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,3034281882,2035,CROWN POINTE CHARTER ACADEMY,Urban-Suburban,CO,Public School Physical Address,8001,80031
4905 WEST 60TH AVENUE,1,ADAMS,Y,ARVADA,8001,CHARTER SCHOOL INSTITUTE,12th Grade,6th Grade,3039355473,2837,EARLY COLLEGE OF ARVADA,Urban-Suburban,CO,Public School Physical Address,8001,80003
2091 NORTH DAYTON STREET,1,ADAMS,Y,AURORA,8001,CHARTER SCHOOL INSTITUTE,Preschool,Preschool,3033407880,3513,EARLY LEARNING CENTER AT NEW LEGACY CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8001,80010
418 YODER STREET,41,EL PASO,Y,CALHAN,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,7193473156,35,FRONTIER CHARTER ACADEMY,Urban-Suburban,CO,Public School Physical Address,8041,80808
1702 N MURRAY BLVD,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,7196458063,3326,GLOBAL VILLAGE ACADEMY - COLORADO SPRINGS,Urban-Suburban,CO,Public School Physical Address,8041,80915
2130 Horsetooth Road,69,LARIMER,Y,FORT COLLINS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,3034467100,3399,GLOBAL VILLAGE ACADEMY - FORT COLLINS,Urban-Suburban,CO,Public School Physical Address,8069,80526
555 WEST 112TH AVENUE,1,ADAMS,Y,NORTHGLENN,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,3034467100,3439,GLOBAL VILLAGE ACADEMY - NORTHGLENN,Urban-Suburban,CO,Public School Physical Address,8001,80234
6750 N. DUNKIRK ST.,1,ADAMS,Y,AURORA,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Preschool,3032175152,655,HIGH POINT ACADEMY,Urban-Suburban,CO,Public School Physical Address,8001,80019
197 W. DIAMOND,49,GRAND,Y,GRANBY,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,9708873805,4277,INDIAN PEAKS CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8049,80446
1801 HOWARD AVENUE,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,5th Grade,Kindergarten,7193029000,4403,JAMES IRWIN CHARTER ACADEMY,Urban-Suburban,CO,Public School Physical Address,8041,80903
3115 LARKSPUR DRIVE,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,10th Grade,9th Grade,7193879379,5147,LAUNCH HIGH SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80907
15503 EAST MISSISSIPPI AVE UNIT B,5,ARAPAHOE,Y,AURORA,8001,CHARTER SCHOOL INSTITUTE,4th Grade,Preschool,7204322548,5957,MONTESSORI DEL MUNDO CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8005,80017
108 WEST 31ST STREET,67,LA PLATA,Y,DURANGO,8001,CHARTER SCHOOL INSTITUTE,8th Grade,6th Grade,9708285600,5453,MOUNTAIN MIDDLE SCHOOL,Urban-Suburban,CO,Public School Physical Address,8067,81301
2904 WEST KIOWA STREET,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,7196458678,5851,MOUNTAIN SONG COMMUNITY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80904
27285 BRONDON CIRCLE,107,ROUTT,Y,STEAMBOAT SPRINGS,8001,CHARTER SCHOOL INSTITUTE,6th Grade,Preschool,9704390150,5423,MOUNTAIN VILLAGE MONTESSORI CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8107,80487
9125 E SEVENTH PLACE BUILDING 905,5,ARAPAHOE,Y,DENVER,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,3033209854,6219,NEW AMERICA SCHOOL - LOWRY,Urban-Suburban,CO,Public School Physical Address,8005,80230
8978 Washington St.,1,ADAMS,Y,Thornton,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,3039910130,4699,NEW AMERICA SCHOOL - THORNTON,Urban-Suburban,CO,Public School Physical Address,8001,80229
2091 NORTH DAYTON STREET,1,ADAMS,Y,AURORA,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,3038723325,6266,NEW LEGACY CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8001,80010
525 EAST COSTILLA STREET,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,12th Grade,Kindergarten,7195707575,8929,PIKES PEAK PREP,Urban-Suburban,CO,Public School Physical Address,8041,80903
5301 Lowell Boulevard,1,ADAMS,Y,Denver,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,3034127601,7278,RICARDO FLORES MAGON ACADEMY,Urban-Suburban,CO,Public School Physical Address,8001,80221
109 Lewies Lane,45,GARFIELD,Y,CARBONDALE,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,9709637199,7512,ROSS MONTESSORI SCHOOL,Urban-Suburban,CO,Public School Physical Address,8045,81623
1040 I STREET,15,CHAFFEE,Y,SALIDA,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Preschool,,8061,SALIDA MONTESSORI CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8015,81211
0375 YODER AVE,37,EAGLE,Y,AVON,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,9707484535,653,STONE CREEK SCHOOL,Urban-Suburban,CO,Public School Physical Address,8037,81620
4512 MCMURRAY,69,LARIMER,Y,FT COLLINS,8001,CHARTER SCHOOL INSTITUTE,5th Grade,Kindergarten,9702262800,657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,Urban-Suburban,CO,Public School Physical Address,8069,80525
1001 W 84TH STREET,1,ADAMS,Y,FEDERAL HEIGHTS,8001,CHARTER SCHOOL INSTITUTE,5th Grade,Kindergarten,3034503985,654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,Urban-Suburban,CO,Public School Physical Address,8001,80206
1001 W 84TH STREET,1,ADAMS,Y,FEDERAL HEIGHTS,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,3034503985,6914,THE PINNACLE CHARTER SCHOOL HIGH,Urban-Suburban,CO,Public School Physical Address,8001,80206
1001 W 84TH STREET,1,ADAMS,Y,FEDERAL HEIGHTS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,6th Grade,3034503985,6913,THE PINNACLE CHARTER SCHOOL MIDDLE,Urban-Suburban,CO,Public School Physical Address,8001,80206
303 AUSTIN BLUFFS PARKWAY,41,EL PASO,Y,COLORADO SPRINGS,8001,CHARTER SCHOOL INSTITUTE,12th Grade,6th Grade,7193134488,8825,THOMAS MACLAREN STATE CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8041,80918
195 CENTER DRIVE,45,GARFIELD,Y,GLENWOOD SPRINGS,8001,CHARTER SCHOOL INSTITUTE,8th Grade,Kindergarten,9703093529,8821,TWO RIVERS COMMUNITY SCHOOL,Urban-Suburban,CO,Public School Physical Address,8045,81601
5701 QUEBEC STREET,1,ADAMS,Y,COMMERCE CITY,8001,CHARTER SCHOOL INSTITUTE,12th Grade,9th Grade,3032886111,9037,VICTORY PREPARATORY ACADEMY HIGH STATE CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8001,80022
5701 QUEBEC STREET,1,ADAMS,Y,COMMERCE CITY,8001,CHARTER SCHOOL INSTITUTE,8th Grade,6th Grade,3032886111,9040,VICTORY PREPARATORY ACADEMY MIDDLE STATE CHARTER SCHOOL,Urban-Suburban,CO,Public School Physical Address,8001,80022
1120 Court Street,101,PUEBLO,Y,PUEBLO,8001,CHARTER SCHOOL INSTITUTE,12th Grade,8th Grade,7195461740,9785,YOUTH & FAMILY ACADEMY CHARTER,Urban-Suburban,CO,Public School Physical Address,8101,81003
33 N. INSTITUTE ST.,41,EL PASO,N,COLORADO SPRINGS,9000,COLORADO SCHOOL FOR THE DEAF AND BLIND,12th Grade,Preschool,7195782100,1924,COLORADO SCHOOL FOR THE DEAF AND BLIND,Urban-Suburban,CO,Public School Physical Address,8041,80903
695 RED MOUNTAIN DRIVE,45,GARFIELD,N,GLENWOOD SPRINGS,9030,MOUNTAIN BOCES,12th Grade,6th Grade,9709459463,6134,YAMPAH MOUNTAIN SCHOOL,Colorado BOCES,CO,Public School Physical Address,8045,81601
2020 CLUBHOUSE DRIVE,123,WELD,N,GREELEY,9035,CENTENNIAL BOCES,12th Grade,11th Grade,9703567404,1607,CENTENNIAL BOCES HIGH SCHOOL,Colorado BOCES,CO,Public School Physical Address,8123,80634
2020 CLUBHOUSE DRIVE,123,WELD,N,GREELEY,9035,CENTENNIAL BOCES,12th Grade,10th Grade,9703527404,3997,INNOVATIVE CONNECTIONS HIGH SCHOOL,Colorado BOCES,CO,Public School Physical Address,8123,80634
2883 SOUTH CIRCLE DRIVE,41,EL PASO,N,COLORADO SPRINGS,9045,PIKES PEAK BOCES,12th Grade,Kindergarten,7196356333,6218,GEORGE SAITER SCHOOL OF EXCELLENCE,#N/A,CO,Public School Physical Address,8041,80906
201 EAST 12TH STREET,67,LA PLATA,N,DURANGO,9050,SAN JUAN BOCES,12th Grade,6th Grade,9704030946,8121,SOUTHWEST COLORADO E-SCHOOL,Colorado BOCES,CO,Public School Physical Address,8067,81301
1700 SOUTH HOLLY STREET,31,DENVER,N,DENVER,9130,EXPEDITIONARY BOCES,12th Grade,Kindergarten,3037592076,2840,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,Colorado BOCES,CO,Public School Physical Address,8031,80222
"8601 Turnpike Dr., Suite 100",1,ADAMS,N,Westminster,9170,COLORADO DIGITAL BOCES,12th Grade,Kindergarten,8882082173,1550,COLORADO PREP ACADEMY,Colorado BOCES,CO,Public School Physical Address,8001,80031
7730 EAST BELLEVIEW AVENUE SUITE AG-9,5,ARAPAHOE,N,GREENWOOD VILLAGE,9170,COLORADO DIGITAL BOCES,12th Grade,9th Grade,3037701240,7484,MOUNTAIN VIEW VIRTUAL,Colorado BOCES,CO,Public School Physical Address,8005,80111
"8601 Turnpike Drive, Suite 100",1,ADAMS,N,Westminster,9170,COLORADO DIGITAL BOCES,12th Grade,9th Grade,8552344559,6971,PIKES PEAK ONLINE SCHOOL,Colorado BOCES,CO,Public School Physical Address,8001,80031
"7730 E. Belleview Ave, Ste AG-9",5,ARAPAHOE,N,Greenwood Village,9170,COLORADO DIGITAL BOCES,12th Grade,8th Grade,3037701240,7449,ROCKY MOUNTAIN DIGITAL ACADEMY,Colorado BOCES,CO,Public School Physical Address,8005,80111
2341 EAST 78TH AVENUE,1,ADAMS,,DENVER,10,MAPLETON 1,8th Grade,Preschool,3032882159,4002,ASSUMPTION SCHOOL,,CO,Non-Public School Mailing Address,8001,80229
5195 WEST 144TH AVENUE,14,BROOMFIELD,,BROOMFIELD,20,ADAMS 12 FIVE STAR SCHOOLS,12th Grade,9th Grade,3034101411,8639,HOLY FAMILY HIGH SCHOOL,,CO,Non-Public School Mailing Address,8014,80020
11980 IRMA DRIVE,1,ADAMS,,NORTHGLENN,20,ADAMS 12 FIVE STAR SCHOOLS,12th Grade,Preschool,3034527514,4003,THORNCREEK CHRISTIAN SCHOOL,,CO,Non-Public School Mailing Address,8001,80233
3501 WEST 104TH AVENUE,1,ADAMS,,WESTMINSTER,20,ADAMS 12 FIVE STAR SCHOOLS,Kindergarten,Preschool,3034666887,4022,NOAH'S ARK PRESCHOOL,,CO,Non-Public School Mailing Address,8001,80031
11550 NORTH WASHINGTON STREET,1,ADAMS,,NORTHGLENN,20,ADAMS 12 FIVE STAR SCHOOLS,Kindergarten,Preschool,3034571433,4023,NORTHSIDE CHRISTIAN DAYCARE,,CO,Non-Public School Mailing Address,8001,80233
3960 EAST 128TH AVENUE,1,ADAMS,,THORNTON,20,ADAMS 12 FIVE STAR SCHOOLS,Preschool,Preschool,3034500119,8573,GOOD SHEPHERD TLC PRE-SCHOOL,,CO,Non-Public School Mailing Address,8001,80241
1605 WEST 106TH AVENUE,1,ADAMS,,NORTHGLENN,20,ADAMS 12 FIVE STAR SCHOOLS,Preschool,Preschool,3034521587,8576,NORTHGLENN UNITED METHODIST CHURCH ECC,,CO,Non-Public School Mailing Address,8001,80241
PO BOX 222,1,ADAMS,,EASTLAKE,20,ADAMS 12 FIVE STAR SCHOOLS,Kindergarten,Preschool,3034523835,2347,EASTLAKE MONTESSORI SCHOOL,,CO,Non-Public School Mailing Address,8001,80614
10675 NORTH WASHINGTON STREET,1,ADAMS,,NORTHGLENN,20,ADAMS 12 FIVE STAR SCHOOLS,8th Grade,Preschool,3034516908,4012,GETHSEMANE LUTHERAN SCHOOL,,CO,Non-Public School Mailing Address,8001,80233
12000 ZUNI STREET,1,ADAMS,,WESTMINSTER,20,ADAMS 12 FIVE STAR SCHOOLS,12th Grade,Preschool,3034511421,4591,CORNERSTONE CHRISTIAN ACADEMY,,CO,Non-Public School Mailing Address,8001,80234
11500 NORTH SHERIDAN BLVD,1,ADAMS,,WESTMINISTER,20,ADAMS 12 FIVE STAR SCHOOLS,12th Grade,Preschool,3034381260,6601,LIFE CHRISTIAN ACADEMY,,CO,Non-Public School Mailing Address,8001,80020
12899 GRANT DRIVE,1,ADAMS,,THORNTON,20,ADAMS 12 FIVE STAR SCHOOLS,Kindergarten,Preschool,3032790525,7175,PRIMROSE SCHOOL OF THORNTON,,CO,Non-Public School Mailing Address,8001,80241
7420 NEWPORT STREET,1,ADAMS,,COMMERCE CITY,30,ADAMS COUNTY 14,Preschool,Preschool,3032889507,6003,LITTLE GIANTS LEARNING CENTER,,CO,Non-Public School Mailing Address,8001,80022
820 SOUTH 5TH AVENUE,1,ADAMS,,BRIGHTON,40,SCHOOL DISTRICT 27J,11th Grade,Preschool,3036591223,4031,BRIGHTON ADVENTIST ACADEMY,,CO,Non-Public School Mailing Address,8001,80601
13100 EAST 144TH AVENUE,1,ADAMS,,BRIGHTON,40,SCHOOL DISTRICT 27J,12th Grade,Preschool,3036593818,4034,ELMWOOD BAPTIST SCHOOL,,CO,Non-Public School Mailing Address,8001,80601
1400 SKEEL STREET,1,ADAMS,,BRIGHTON,40,SCHOOL DISTRICT 27J,8th Grade,Preschool,3036593443,4036,ZION LUTHERAN SCHOOL,,CO,Non-Public School Mailing Address,8001,80601
10391 LUTHER COURT,1,ADAMS,,COMMERCE CITY,40,SCHOOL DISTRICT 27J,12th Grade,9th Grade,3034524187,7252,ROCKY MOUNTAIN LUTHERAN HIGH SCHOOL,,CO,Non-Public School Mailing Address,8001,80022
17050 EAST 103RD AVENUE,1,ADAMS,,COMMERCE CITY,40,SCHOOL DISTRICT 27J,Kindergarten,Preschool,3036379999,7130,PRIMROSE SCHOOL AT REUNION,,CO,Non-Public School Mailing Address,8001,80022
32100 E. COLFAX SERVICE ROAD,1,ADAMS,,WATKINS,50,BENNETT 29J,12th Grade,Kindergarten,3033445830,8112,OUR LADY HELP OF CHRISTIANS ACADEMY,,CO,Non-Public School Mailing Address,8001,80137
8000 PECOS STREET,1,ADAMS,,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,Kindergarten,Preschool,3034290653,8622,CHILDREN'S OUTREACH PROJECT,,CO,Non-Public School Mailing Address,8001,80221
3455 WEST 83RD AVENUE,1,ADAMS,,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,12th Grade,Preschool,3034275459,4038,BELLEVIEW CHRISTIAN SCHOOL,,CO,Non-Public School Mailing Address,8001,80031
6422 VRAIN STREET,1,ADAMS,,ARVADA,70,WESTMINSTER PUBLIC SCHOOLS,Kindergarten,Preschool,3034269058,4041,DOTTIE'S DAY CARE INC.,,CO,Non-Public School Mailing Address,8001,80003
1800 W 89TH,1,ADAMS,,FEDERAL HEIGHTS,70,WESTMINSTER PUBLIC SCHOOLS,Preschool,Preschool,3036507657,4218,HYLAND HILLS PRESCHOOL,,CO,Non-Public School Mailing Address,8001,80221
4000 SHAW BLVD,1,ADAMS,,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,Preschool,Preschool,3034278831,8621,WESTMINSTER LEARNING CENTER,,CO,Non-Public School Mailing Address,8001,80030
3050 WEST 76TH AVENUE,1,ADAMS,,WESTMINSTER,70,WESTMINSTER PUBLIC SCHOOLS,8th Grade,Preschool,3034275632,4398,HOLY TRINITY CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8001,80030
1843 WEST 52ND AVENUE,1,ADAMS,,DENVER,70,WESTMINSTER PUBLIC SCHOOLS,8th Grade,Preschool,3034809005,4395,GUARDIAN ANGELS,,CO,Non-Public School Mailing Address,8001,80221
2004 MULLINS,3,ALAMOSA,,ALAMOSA,100,ALAMOSA RE-11J,Preschool,Preschool,7195892243,5308,WEE CARE DAY CARE,,CO,Non-Public School Mailing Address,8003,81101
52 EL RIO DRIVE,3,ALAMOSA,,ALAMOSA,100,ALAMOSA RE-11J,3rd Grade,Preschool,7195893271,4553,TRINITY LUTHERAN SCHOOL,,CO,Non-Public School Mailing Address,8003,81101
4951 SOUTH PENNSYLVANIA,5,ARAPAHOE,,ENGLEWOOD,120,ENGLEWOOD 1,8th Grade,Preschool,3037892155,4556,ALL SOULS CATHOLIC SCHOOL,,CO,Non-Public School Mailing Address,8005,80113
2700 SOUTH ZUNI STREET,5,ARAPAHOE,,ENGLEWOOD,120,ENGLEWOOD 1,12th Grade,6th Grade,3037839159,8616,HUMANEX ACADEMY,,CO,Non-Public School Mailing Address,8005,80110
6400 S. LEWISTON WAY,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,12th Grade,9th Grade,3032698116,8660,REGIS JESUIT HIGH SCHOOL,,CO,Non-Public School Mailing Address,8005,80016
7071 EAST OTERO AVENUE,5,ARAPAHOE,,ENGLEWOOD,130,CHERRY CREEK 5,8th Grade,Kindergarten,3037700441,4011,ST THOMAS MORE SCHOOL,,CO,Non-Public School Mailing Address,8005,80112
5889 GREENWOOD PLAZA BLVD #100,5,ARAPAHOE,,ENGLEWOOD,130,CHERRY CREEK 5,Kindergarten,Preschool,3037930190,4396,BRIGHT HORIZONS MONTESSORI AT GREENWOOD PLAZA,,CO,Non-Public School Mailing Address,8005,80111
9400 EAST BELLEVIEW AVENUE,5,ARAPAHOE,,GREENWOOD VILLAGE,130,CHERRY CREEK 5,Kindergarten,Preschool,3032909005,4554,VILLAGE CHILD LEARNING CENTER,,CO,Non-Public School Mailing Address,8005,80111
6100 E BELLVIEW,5,ARAPAHOE,,GREENWOOD VILLAGE,130,CHERRY CREEK 5,8th Grade,Preschool,3037713990,4566,BEACON COUNTRY DAY SCHOOL,,CO,Non-Public School Mailing Address,8005,80111
11500 EAST ILIFF AVENUE,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,Kindergarten,Preschool,3037509856,4589,MOUNT OLIVE LUTHERAN ECEC,,CO,Non-Public School Mailing Address,8005,80014
4545 SOUTH UNIVERSITY BLVD,5,ARAPAHOE,,ENGLEWOOD,130,CHERRY CREEK 5,12th Grade,Kindergarten,3037628300,4592,ST MARY'S ACADEMY,,CO,Non-Public School Mailing Address,8005,80113
1461 SOUTH DAYTON STREET,5,ARAPAHOE,,DENVER,130,CHERRY CREEK 5,5th Grade,Kindergarten,3033696464,4594,THREE BEARS LEARNING CENTER,,CO,Non-Public School Mailing Address,8005,80247
6865 SOUTH QUEBEC STREET,5,ARAPAHOE,,CENTENNIAL,130,CHERRY CREEK 5,Kindergarten,Preschool,3037714202,4597,WILLOWS CHILD LEARNING CENTER,,CO,Non-Public School Mailing Address,8005,80112
4210 SOUTH CHAMNBERS ROAD,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,Kindergarten,Preschool,3036938519,3978,HOLY LOVE PRESCHOOL AND KINDERGARTEN,,CO,Non-Public School Mailing Address,8005,80014
18585 EAST SMOKY HILL ROAD,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,Kindergarten,Preschool,3036170611,5601,MONTESSORI SCHOOL OF AURORA,,CO,Non-Public School Mailing Address,8005,80015
10958 EAST BETHANY DRIVE,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,8th Grade,Preschool,3037452245,8550,CRESCENT VIEW ACADEMY,,CO,Non-Public School Mailing Address,8005,80014
18900 EAST HAMPDEN AVENUE,5,ARAPAHOE,,AURORA,130,CHERRY CREEK 5,8th Grade,Preschool,3036287200,1609,CALVARY CHRISTIAN ACADEMY,,CO,Non-Public School Mailing Address,8005,80013
4000 EAST QUINCY AVENUE,5,ARAPAHOE,,ENGLEWOOD,130,CHERRY CREEK 5,12th Grade,6th Grade,3037707660,4583,KENT DENVER SCHOOL,,CO,Non-Public School Mailing Address,8005,80113
